Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;GenerateFacesForSameNeighbors;DefaultShadowStrength;LightAttenuation;DefaultEmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;ExplosionKeepsPickables;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
IronBlock;铁块;Construction;;79;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;ironblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;4;0;1;10;FALSE;FALSE;0;0;Metal;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;2000;;;TRUE;Quarry;24;1;;;;;180;1;一块纯铁。非常重且耐用。对挖掘和爆炸具有极强的弹性。可以用多个铁锭合成。可以涂漆。
CopperBlock;铜块;Construction;;80;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;copperblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;4;0;1;10;FALSE;FALSE;0;0;Metal;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;4000;;;TRUE;Quarry;24;1;;;;;181;1;一块纯铜。非常重且耐用。对挖掘和爆炸具有极强的弹性。可以用多个铜锭合成。可以涂漆。
SemiconductorBlock;半导体块;Construction;;81;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;semiconductorblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;;Quarry;10;1;;;;;78;1;一块半导体。
GlassBlock;玻璃;Construction;;82;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;glass;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;0;0;0;1;;1;;0;40;0;1;1.5;FALSE;FALSE;0;0;Glass;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;2;;;;Quarry;3;0;;;;;67;1;通过在炉中熔炼沙子制成的透明块。对于制作窗户和提亮黑暗的房间非常有用。它是一种非常脆的材料，当被坚硬的东西撞击时，它会不可恢复地碎裂。
FramedGlassBlock;带框玻璃;Construction;;83;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;framedglass;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;0;0;0;1;#StickBlock;1;;0;40;0;1;1.5;FALSE;FALSE;0;0;Glass;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;15;2;;;;Quarry;3;0;;;;;83;1;玻璃块可以通过用木棍装框来变得更坚固、更具装饰性。非常适合制作窗户。
WindowBlock;窗;Construction;;84;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;window;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;0;0;0;1;#StickBlock;2;;0;40;0;1;1.5;FALSE;FALSE;0;0;Glass;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;15;2;;;;Quarry;3;0;;;;;99;1;玻璃块可以通过用木棍装框来变得更坚固、更具装饰性。非常适合制作窗户。
DirtStairsBlock;泥土楼梯;Construction;;85;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;dirtstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Dirt;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;25;;;;Shovel;1.5;1;;;;;2;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
WoodenStairsBlock;木制楼梯;Construction;;86;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;woodenstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;15;5;;;;Hack;5;1;;;;;4;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
StoneStairsBlock;石阶;Construction;;87;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonestairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;14;1;;;;;1;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
CobblestoneStairsBlock;鹅卵石楼梯;Construction;;88;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cobblestonestairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;14;1;;;;;16;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
StoneBrickStairsBlock;石砖楼梯;Construction;;89;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonebrickstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;18;1;;;;;54;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
BrickStairsBlock;砖楼梯;Construction;;90;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;brickstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;14;1;;;;;70;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
SandstoneStairsBlock;砂岩楼梯;Construction;;91;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;sandstonestairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;;Quarry;12;1;;;;;176;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
MarbleStairsBlock;大理石楼梯;Construction;;92;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;marblestairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;5;;;;Quarry;10;0.75;;;;;7;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
BasaltStairsBlock;玄武岩楼梯;Construction;;93;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;basaltstairs;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;22;1;;;;;6;1;楼梯使爬坡变得容易。您不再需要不断地跳跃和攀爬垂直表面，而是移动得更快，从而节省时间和精力。楼梯可以用各种材料制作。楼梯也可以倒置在天花板上。可以涂漆。
DirtSlabBlock;泥板;Construction;;94;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;dirtslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Dirt;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.9;;0;25;;;;Shovel;1.5;1;;;;;2;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
WoodenSlabBlock;木板;Construction;;95;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;woodenslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0.5;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;15;5;;;;Hack;5;1;;;;;4;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
StoneSlabBlock;石台阶;Construction;;96;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;14;1;;;;;1;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
CobblestoneSlabBlock;圆石板;Construction;;97;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cobblestoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;14;1;;;;;16;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
StoneBrickSlabBlock;石材砖板;Construction;;98;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonebrickslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;18;1;;;;;54;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
BrickSlabBlock;砖板;Construction;;99;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;brickslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;14;1;;;;;70;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
SandstoneSlabBlock;砂岩板;Construction;;100;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;sandstoneslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;;Quarry;12;1;;;;;176;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
MarbleSlabBlock;大理石大板;Construction;;101;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;marbleslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;5;;;;Quarry;10;0.75;;;;;7;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
BasaltSlabBlock;玄武岩板;Construction;;102;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;basaltslab;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;40;;;;Quarry;22;1;;;;;6;1;台阶是半高的物块，可以用各种不同的材料合成。它们可用于覆盖地板，成本比全尺寸砌块便宜。它们也可以用来制作长楼梯，其中每个长度单位将一个高度升高半个单位。板也可以固定在天花板上。可以涂漆。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BrickBlock;砖;Items;ThrowableBlockBehavior;104;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;-0.02,0,0;0, 90, 90;brick;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;0;;1;;0;40;0;1;3;FALSE;FALSE;0;0;;1;1;1;2;;2;1;;-1;TRUE;FALSE;FALSE;10;0.8;0.1;FALSE;0;;0;;;;;;;1;;;;;195;1;砖是通过在熔炉中烧制粘土块获得的。它们是可用的用途最广泛的建筑材料，因为如果不再需要，由砖块构成的物体可以分解成构成砖块。
SnowballBlock;雪球;Items;ThrowableBlockBehavior;105;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 0;snowball;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;;0.1;1;;-1;TRUE;FALSE;FALSE;14;0.8;0.1;TRUE;0;;0;;;;;;;1;;;;;66;1;雪球是通过将雪压在手中制成的。它们柔软轻便，可以投掷，而不会对周围环境造成伤害或对旁观者造成伤害。非常适合有趣的战斗。将它们扔向危险的动物时要小心，它们通常会对此持怀疑态度。
WoodenDoorBlock;木门;Items;;106;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodendoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;12;3;;;;Hack;5;1;;;;;4;1;门用于建筑物的入口。它们可以通过单击它们来打开和关闭。当连接到铜线时，门将在电信号的上升沿打开或关闭。铁门在电气连接时无法手动作。
IronDoorBlock;铁门;Items;;107;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;irondoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;0;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;60;;;;Quarry;14;1;;;;;82;1;门用于建筑物的入口。它们可以通过单击它们来打开和关闭。当连接到铜线时，门将在电信号的上升沿打开或关闭。铁门在电气连接时无法手动作。
CellDoorBlock;单元门;Items;;108;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;celldoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;0;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;;Quarry;12;1;;;;;80;1;门用于建筑物的入口。它们可以通过单击它们来打开和关闭。当连接到铜线时，门将在电信号的上升沿打开或关闭。铁门在电气连接时无法手动作。
WoodenTrapdoorBlock;木制活板门;Items;;109;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;90, 0, 0;woodentrapdoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;0;#;1;;0;40;0;1;0.5;TRUE;FALSE;1;5;Wood;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;12;2;;;;Hack;5;1;;;;;115;1;活板门用于制作建筑物的垂直入口。它们可以通过单击它们来打开和关闭。当连接到铜线时，活板门会在电信号的上升沿打开或关闭。铁活板门在电气连接时不能手动作。它们可以正常放置或倒置放置，具体取决于它们是连接到块的顶部还是底部。倒置的活板门会阻止掉落的物块。
CellTrapdoorBlock;单元活板门;Items;;110;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;90, 0, 0;celltrapdoor;0;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;0;0;0;#;1;;0;40;0;1;3;TRUE;FALSE;1;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;10;;;;Quarry;10;1;;;;;114;1;活板门用于制作建筑物的垂直入口。它们可以通过单击它们来打开和关闭。当连接到铜线时，活板门会在电信号的上升沿打开或关闭。铁活板门在电气连接时不能手动作。它们可以正常放置或倒置放置，具体取决于它们是连接到块的顶部还是底部。倒置的活板门会阻止掉落的物块。
WoodenLadderBlock;木梯;Items;;111;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;woodenladder;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;0;0;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;12;2;;;;Hack;4;1;;;;;47;1;梯子是用棍子或棒子制成的。它们使安全地攀爬和下降高墙变得容易。面对墙壁向上和向下攀爬是最安全的。这意味着从顶部进入梯子时，您必须向后接近。
IronLadderBlock;铁梯;Items;;112;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;ironladder;0;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;0;0;0;0;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Metal;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;30;;;;Quarry;10;1;;;;;63;1;梯子是用棍子或棒子制成的。它们使安全地攀爬和下降高墙变得容易。面对墙壁向上和向下攀爬是最安全的。这意味着从顶部进入梯子时，您必须向后接近。
WickerLampBlock;柳条灯;Items;;113;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wickerlamp;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-99;0;15;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;5;Wood;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;12;2;;;;Hack;4;0.75;;;;;212;1;柳条灯是放置在木制和柳条灯罩内的火把。它比纯手电筒发出的光略多，是一种不错的装饰性物品。
TorchBlock;火炬;Items;;114;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.12,0;0, 0, 0;torch;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-99;0;15;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;0;0;Wood;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;5;;;;Hack;1;0;;;;;215;1;火炬是一块贴在木棍上的易燃煤。当贴在墙上或放在地板上时，它会发光。这是为建筑物内部或地下走廊提供照明的最简单、最便宜的方法。
StickBlock;木棍;Items;;115;0,0,0;-1, 0.5, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;stick;0;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;0;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;5;;1.5;1.5;1.5;1.5;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;;;;;;;;1;;;;;211;1;棍子是通过将木板切成块制成的。它们是一种用途广泛的建筑材料，用于建造许多物品，例如火把、梯子或栅栏。它们也可以用作最后的武器或工具，尽管它们的攻击力很低。
IronIngotBlock;铁锭;Items;;116;0,0,0;1, 1, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.2,0;60, 0, 0;ironingot;0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;0;;1;;0;40;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;1;;;;;196;1;纯铁锭。可以制作成非常耐用且坚固的铁制工具。只有金刚石刃工具才能胜过它们。将多个元宝组合成一个铁块。
